@relation 'Loan_Default-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-last-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.Resample-S1-Z66.0-weka.filters.unsupervised.attribute.Remove-R1-9,13-17,19,21,23-27,29,32'

@attribute rate_of_interest numeric
@attribute Interest_rate_spread numeric
@attribute Upfront_charges numeric
@attribute construction_type {sb,mh}
@attribute Secured_by {home,land}
@attribute income numeric
@attribute LTV numeric
@attribute Security_Type {direct,Indriect}
@attribute Status {yes,no}

@data
3.875,0.316,3527.5,sb,home,5040,84.891599,direct,no
?,?,?,sb,home,4380,77.515723,direct,yes
4.18,0.0465,2183.13,sb,home,5880,95.091324,direct,no
2.875,-0.1937,5625,sb,home,32220,33.367627,direct,no
4.25,1.6363,1882.05,sb,home,2220,75.568182,direct,no
4.25,0.248,0,sb,home,6120,94.730392,direct,no
4.375,0.9127,3570.31,sb,home,1260,75.297619,direct,no
4,0.1125,8767.25,sb,home,8700,63.586957,direct,no
3.75,0.4868,3486,sb,home,11820,79.233871,direct,no
?,?,?,sb,home,1080,69.345238,direct,yes
4.99,0.9202,2650,sb,home,1440,35.091743,direct,no
4.25,0.4062,440.91,sb,home,6060,89.572864,direct,no
4.99,1.0832,5424.8,sb,home,4200,76.417526,direct,no
3.75,0.8064,5077.8,sb,home,4380,80.570652,direct,no
3.375,-0.042,6210.36,sb,home,4320,88.352273,direct,no
5.125,1.2734,4871.47,sb,home,14280,65.858209,direct,no
3.875,1.1303,3946.69,sb,home,4740,95.542636,direct,no
3.25,-0.3568,4773.09,sb,home,13680,47.456964,direct,no
4.375,1.005,2187.5,sb,home,5160,23.784195,direct,no
3.625,0.1151,8792.5,sb,home,11340,89.446721,direct,no
4.375,1.2824,864.88,sb,home,2340,84.855769,direct,no
4.75,0.3057,500,sb,home,6360,78.110048,direct,no
4.25,1.4312,6050,sb,home,9780,86.375661,direct,no
4.75,1.4262,3437,sb,home,2520,76.685393,direct,no
3.75,0.5946,10025,sb,home,17220,66.304348,direct,no
4.875,0.3077,96.99,sb,home,6900,74.791232,direct,no
4.875,0.5226,0,sb,home,19380,74.364407,direct,no
?,?,?,sb,home,3300,94.724771,direct,yes
?,?,?,sb,home,1920,70.292208,direct,yes
4.25,-0.1171,40,sb,home,9780,65.921409,direct,no
4.25,0.8844,3742,sb,home,8220,80.032468,direct,no
5.125,1.31,1790,sb,home,11220,78.16358,direct,no
3.875,0.3042,4800,sb,home,3000,91.330645,direct,no
3.75,0.8729,2483.75,sb,home,4440,50.762195,direct,no
3.5,0.6112,6427.06,sb,home,6660,84.926471,direct,no
4.375,0.2191,3244.28,sb,home,9540,50.221631,direct,no
4.375,0.6322,10529.91,sb,home,5640,96.214789,direct,no
4.875,1.4863,5040,sb,home,4500,77.925532,direct,no
2.99,0.256,4400,sb,home,3240,53.063725,direct,no
3.99,1.2432,6449.95,sb,home,5340,86.005435,direct,no
?,?,?,sb,home,7320,79.20082,direct,yes
3.99,0.5053,7109,sb,home,4380,81.47482,direct,no
3.875,-0.0897,8328.5,sb,home,8040,88.568773,direct,no
4.125,0.4076,0,sb,home,6240,67.210145,direct,no
3.99,1.1925,0,sb,home,7500,97.248804,direct,no
3.99,0.1755,6268.38,sb,home,7560,42.61811,direct,no
3.625,0.4332,1250,sb,home,5160,87.133891,direct,no
?,?,?,sb,home,2220,71.226415,direct,yes
4.625,1.3938,1933.09,sb,home,15060,96.383648,direct,no
4.75,0.0368,2280,sb,home,4320,78.645833,direct,no
3.99,0.4729,4053,sb,home,2340,76.685393,direct,no
3.875,0.2572,1940.26,sb,home,12120,80.46697,direct,no
3.375,-0.1966,7327.6,sb,home,10920,79.697205,direct,no
4.125,0.5404,0,sb,home,9540,74.234694,direct,no
3.99,0.5572,1144.01,sb,home,4800,91.132479,direct,no
4.75,0.1161,0,sb,home,9480,80.956113,direct,no
3.49,0.6591,4866.09,sb,home,2280,74.159664,direct,no
3.875,0.402,6401.03,sb,home,3360,77.877698,direct,no
?,?,?,sb,home,6180,91.015625,direct,yes
4.75,1.4022,0,sb,home,5700,84.29878,direct,no
?,?,?,sb,home,12000,94.265033,direct,yes
4.375,0.6785,1223.37,sb,home,3900,64.602804,direct,no
4.5,1.0637,6980,sb,home,7620,54.590395,direct,no
3.99,0.2763,11657.5,sb,home,8820,44.804401,direct,no
?,?,?,sb,home,5400,95.863309,direct,yes
4.75,0.4681,3502.5,sb,home,3660,61.554622,direct,no
?,?,?,sb,home,5940,91.666667,direct,yes
4.625,0.5096,2856.25,sb,home,3720,67.857143,direct,no
5.74,1.462,?,sb,home,9180,30.608592,direct,no
4.25,0.054,0,sb,home,10440,86.694511,direct,no
2.99,0.1247,7538,sb,home,9900,44.70339,direct,no
4.625,0.809,1845,sb,home,7440,80.014124,direct,no
4,-0.0339,0,sb,home,7920,85.899654,direct,no
?,?,?,sb,home,2040,85.25641,direct,yes
4.875,1.101,4950.13,sb,home,3360,56.294964,direct,no
4.25,0.0903,0,sb,home,5400,96.493902,direct,no
4.99,1.392,0,sb,home,15600,75.60241,direct,no
4.125,0.6748,12794,sb,home,5340,87.377451,direct,no
3.49,0.165,0,sb,home,3840,102.374302,direct,no
4.125,0.7747,?,sb,home,3720,78.645833,direct,no
4.375,-0.114,595,sb,home,6300,86.272321,direct,no
3.75,0.0816,0,sb,home,9480,72.703549,direct,no
4.375,0.6127,0,sb,home,8580,72.696477,direct,no
4.125,1.2889,?,sb,home,10380,81.808036,direct,no
3.99,0.0322,10724.76,sb,home,6480,99.623116,direct,no
3.99,0.4959,?,sb,home,2760,73.148148,direct,no
3.875,0.2433,6740.2,sb,home,12060,94.220056,direct,no
3.99,0.2174,0,sb,home,9120,85.87963,direct,no
3.75,0.6645,0,sb,home,7200,96.630094,direct,no
4.375,-0.0635,388.88,sb,home,7080,80.019685,direct,no
3.875,0.3129,4962.5,sb,home,4920,30.947955,direct,no
3.375,0.4251,1524.38,sb,home,4320,72.651007,direct,no
4.75,0.272,0,sb,home,6420,66.337386,direct,no
4.125,0.4402,0,sb,home,3960,93.238994,direct,no
6.24,1.202,?,sb,home,11400,4.563813,direct,no
?,?,?,sb,home,6900,77.853261,direct,yes
3.375,-0.152,2137.5,sb,home,5040,62.554585,direct,no
3.875,0.2852,0,sb,home,9180,26.141686,direct,no
3.5,0.0637,6102.84,sb,home,3960,70.292208,direct,no
3.5,-0.1035,3737.5,sb,home,5700,57.965686,direct,no
3.875,-0.4114,501.25,sb,home,17400,25.175234,direct,no
3.25,-0.1334,3591.14,sb,home,2700,59.422111,direct,no
5.75,1.2581,5125.08,sb,home,6660,73.698885,direct,no
4.99,1.4661,3729.5,sb,home,2520,78.061224,direct,no
3.5,-0.202,1894,sb,home,7260,47.159091,direct,no
3.875,0.2572,1940.26,sb,home,12120,80.46697,direct,no
4.625,0.8309,863.86,sb,home,5640,87.298387,direct,no
4.375,0.103,0,sb,home,7020,90.427509,direct,no
3.49,0.5278,3374,sb,home,6840,84.926471,direct,no
3.25,-0.3609,1646.55,sb,home,14280,69.764957,direct,no
3.625,0.4984,2570,sb,home,19680,72.321429,direct,no
3.99,1.1459,4220,sb,home,2760,78.361345,direct,no
3.99,-0.2277,25417.45,sb,home,17640,69.353693,direct,no
3.625,0.0387,10816.75,sb,home,7320,52.592166,direct,no
3.875,-0.0206,3236.08,sb,home,2460,93.882979,direct,no
4.5,0.125,0,sb,home,7860,78.621495,direct,no
4.25,-0.1816,0,sb,home,11040,43.649733,direct,no
?,?,?,sb,home,6840,62.218045,direct,yes
4.25,1.3816,637.49,sb,home,5580,99.395161,direct,no
4,0.2212,0,sb,home,13080,75.605727,direct,no
4.125,0.2693,295,sb,home,4320,43.040089,direct,no
3.99,0.4261,255.08,sb,home,3960,53.820961,direct,no
3.875,0.0626,1247.23,sb,home,6960,76.848592,direct,no
3.99,-0.218,0,sb,home,3120,99.440299,direct,no
?,?,?,sb,home,2400,46.859296,direct,yes
3.99,0.2478,4125,sb,home,3480,54.757785,direct,no
3.99,0.2908,5184,sb,home,9840,79.03423,direct,no
4.25,0.3455,2000,sb,home,6900,85.041841,direct,no
3.875,0.6943,1486.57,sb,home,2220,99.107143,direct,no
2.99,0.1654,13955,sb,home,12360,58.756039,direct,no
?,?,?,sb,home,4320,81.354515,direct,yes
4.25,0.072,0,sb,home,7200,58.512545,direct,no
3.875,0.0599,627.2,sb,home,3660,72.354015,direct,no
3.99,0.2478,5994.66,sb,home,8220,65.889831,direct,no
2.99,-0.062,1248.78,sb,home,7860,53.270349,direct,no
4.99,0.8023,171.99,sb,home,8580,94.312169,direct,no
3.875,0.2205,4803.92,sb,home,7020,96.266234,direct,no
3.5,0.558,3153.29,sb,home,3360,72.651007,direct,no
4.125,0.1199,14165.63,sb,home,9360,83.634538,direct,no
4.75,0.2663,0,sb,home,8280,70.177165,direct,no
3.56,-0.0852,2586.6,sb,home,8220,81.626506,direct,no
3.25,-0.2122,?,sb,home,2460,48.94958,direct,no
3.875,0.5252,4010,sb,home,3780,57.352941,direct,no
4.125,0.4026,4871.05,sb,home,7740,77.636054,direct,no
3.75,0.1735,4442.44,sb,home,7440,62.583893,direct,no
?,?,?,sb,home,6780,96.343537,direct,yes
3.875,0.2661,5997.25,sb,home,5760,61.548913,direct,no
4.375,0.4704,5679,sb,home,3720,94.458763,direct,no
3.625,0.3021,3213.64,sb,home,2880,81.25,direct,no
3.75,0.0623,364.5,sb,home,9600,50.782881,direct,no
3.99,1.2288,656.28,sb,home,6540,99.202128,direct,no
3.875,0.2337,4800,sb,home,4500,70.220588,direct,no
4.99,0.778,9348.13,sb,home,8580,62.737478,direct,no
3.25,0.5318,949.79,sb,home,2640,95.863309,direct,no
4.75,0.1769,32.5,sb,home,3960,60.953608,direct,no
3.75,-0.0783,0,sb,home,16680,75.406504,direct,no
4.25,0.072,0,sb,home,9300,62.540453,direct,no
3.625,-0.1139,3977.75,sb,home,4980,68.503289,direct,no
4,0.4174,9292,sb,home,11220,78.116531,direct,no
3.875,0.5282,2829.4,sb,home,9060,46.50838,direct,no
3.99,-0.0027,8971.06,sb,home,4920,83.675799,direct,no
?,?,?,sb,home,8340,75.13587,direct,yes
3.5,0.0864,500,sb,home,7980,94.976636,direct,no
3.875,0.3052,1251,sb,home,8220,74.144254,direct,no
3.99,0.6385,3944,sb,home,4320,76.685393,direct,no
4.5,0.5965,2798,sb,home,3360,65.625,direct,no
3.75,0.4411,0,sb,home,16680,17.53904,direct,no
?,?,?,sb,home,1800,65.202703,direct,yes
3.75,0.2538,6894.21,sb,home,7920,88.755459,direct,no
4.625,1.0657,3006.63,sb,home,3300,17.516447,direct,no
4.99,0.502,0,sb,home,5220,99.581006,direct,no
4.56,0.772,2230,sb,home,5520,67.405063,direct,no
?,?,?,sb,home,2220,98.986486,direct,yes
3.99,-0.558,0,sb,home,7860,99.710425,direct,no
?,?,?,sb,home,10260,102.374302,direct,yes
4.625,0.9277,0,sb,home,5460,84.855769,direct,no
4.375,0.1609,0,sb,home,4140,91.666667,direct,no
3.5,0.2744,5753.5,sb,home,7980,36.353712,direct,no
4,-0.0977,5432.12,sb,home,12720,64.779559,direct,no
3.875,0.2683,1735.19,sb,home,3600,68.229167,direct,no
3.75,1.1786,2745.77,sb,home,1560,69.927536,direct,no
3.25,-0.237,295,sb,home,5400,27.98103,direct,no
4.875,1.017,2040,sb,home,6000,93.821839,direct,no
3.75,0.1698,2820.25,sb,home,3900,67.045455,direct,no
4.875,1.7219,1233.29,sb,home,6840,93.154762,direct,no
?,?,?,sb,home,4080,91.330645,direct,yes
3.75,0.3384,4972.5,sb,home,2220,60.658915,direct,no
3.5,-0.0725,1356.2,sb,home,5580,82.20524,direct,no
5.25,1.7899,200.87,sb,home,3780,93.154762,direct,no
3.99,0.5175,2260,sb,home,1920,94.471154,direct,no
4.5,1.627,1755.15,sb,home,4260,98.986486,direct,no
?,?,?,sb,home,7440,93.205805,direct,yes
4.25,0.71,3837.5,sb,home,1620,65.625,direct,no
3.99,0.8576,3775,sb,home,3300,71.959459,direct,no
?,?,?,sb,home,13800,84.4163,direct,yes
3.875,0.4315,1470.09,sb,home,3300,89.141414,direct,no
4.5,1.3069,2587.02,sb,home,2160,98.828125,direct,no
3.99,0.477,5478.13,sb,home,4440,71.61215,direct,no
3.875,-0.1427,7533.75,sb,home,5880,82.327586,direct,no
?,?,?,sb,home,11280,71.551724,direct,yes
3.25,1.52,3570.24,sb,home,3960,65.202703,direct,no
4.375,0.2949,?,sb,home,7260,78.20122,direct,no
4.375,0.344,5061.5,sb,home,5880,82.47549,direct,no
4.125,1.5703,1540.48,sb,home,3000,67.857143,direct,no
3.99,1.168,4048.2,sb,home,4320,57.8125,direct,no
3.125,0.4733,4901.17,sb,home,12180,19.860406,direct,no
3.5,-0.157,1193.13,sb,home,11880,48.228745,direct,no
?,?,?,sb,home,3360,69.957983,direct,yes
4.125,-0.1941,217.36,sb,home,3720,53.939828,direct,no
?,?,?,sb,home,5940,32.541899,direct,yes
3.99,1.1749,6537.5,sb,home,3180,77.877698,direct,no
3.25,0.5318,9248,sb,home,7140,68.598616,direct,no
3.875,0.4852,5073.75,sb,home,4380,44.047619,direct,no
?,?,?,sb,home,11040,84.388646,direct,yes
3.99,0.5016,4105.08,sb,home,2760,52.906977,direct,no
?,?,?,sb,home,2100,59.072581,direct,yes
4.56,0.648,4789.9,sb,home,2160,63.489209,direct,no
4.25,0.6979,2715.68,sb,home,3180,95.362903,direct,no
?,?,?,sb,home,9180,74.159664,direct,yes
3.99,0.5871,5133.81,sb,home,7680,87.721893,direct,no
2.75,-0.0948,4358.94,sb,home,11520,66.921397,direct,no
4.75,1.0887,1150,sb,home,7260,97.110553,direct,no
4.25,1.5848,1452.04,sb,home,8280,85.472973,direct,no
?,?,?,sb,home,2100,91.015625,direct,yes
3.99,0.5823,3393.75,sb,home,7080,58.027523,direct,no
3.99,0.5399,4372.21,sb,home,2220,89.663462,direct,no
3.625,0.1387,3983.15,sb,home,4380,77.573529,direct,no
?,?,?,sb,home,1620,67.137097,direct,yes
3.375,0.1714,795,sb,home,11160,29.197349,direct,no
3.5,-0.0094,0,sb,home,15660,62.775551,direct,no
3.875,0.1325,1468.2,sb,home,8220,79.70679,direct,no
4.75,0.8032,1150,sb,home,10380,94.819079,direct,no
?,?,?,sb,home,2940,115.677966,direct,yes
4.25,0.9698,6415.18,sb,home,6060,85.614525,direct,no
3.25,-0.0681,0,sb,home,3240,63.731061,direct,no
5.125,1.2562,3435,sb,home,2220,75.297619,direct,no
3.5,-0.1343,0,sb,home,3180,28.885135,direct,no
?,?,?,sb,home,8340,75.793651,direct,yes
?,?,?,sb,home,3900,82.992565,direct,yes
?,?,?,sb,home,10440,60.258359,direct,yes
4.25,0.909,9702.5,sb,home,4500,78.110048,direct,no
3.625,-0.0081,7263.75,sb,home,2760,47.121711,direct,no
4.125,0.2523,0,sb,home,8520,56.990132,direct,no
5.3,0.252,?,sb,home,15480,20.389507,direct,no
3.375,-0.2869,3450,sb,home,8940,71.990741,direct,no
3.875,0.335,2395,sb,home,12720,88.995727,direct,no
4,-0.009,120.78,sb,home,8220,72.243108,direct,no
4.375,0.1845,4412.5,sb,home,12240,66.183036,direct,no
3.625,-0.1361,0,sb,home,4440,43.073879,direct,no
4.75,0.6521,0,sb,home,2760,94.95614,direct,no
3,-0.5761,2425.15,sb,home,7920,81.810036,direct,no
4.56,0.4649,1250,sb,home,5640,76.544402,direct,no
3.375,0.4405,?,sb,home,6780,48.940678,direct,no
4.18,0.2078,3848.75,sb,home,2520,62.566138,direct,no
3.625,0.4847,966.5,sb,home,7920,84.149485,direct,no
3.99,0.3274,3529.13,sb,home,3300,83.244681,direct,no
3.75,0.1187,7875,sb,home,9540,72.691083,direct,no
3.99,1.3999,3017.31,sb,home,2700,76.376147,direct,no
4.75,0.2844,0,sb,home,20880,80.014124,direct,no
3.875,0.24,9622.58,sb,home,15780,84.470752,direct,no
3.99,1.0664,3236.27,sb,home,5640,77.877698,direct,no
2.5,-0.3706,295,sb,home,9060,10.460681,direct,no
3.75,0.7553,2805.43,sb,home,3840,82.303371,direct,no
4.99,1.4637,2269.5,sb,home,6720,85.071942,direct,no
3.25,0.5265,10840.63,sb,home,6660,74.038462,direct,no
3.75,0.0894,2244.67,sb,home,4500,74.178832,direct,no
3.5,0.9027,5270.6,sb,home,3660,62.126866,direct,no
?,?,?,sb,home,3300,31.74505,direct,yes
3.99,0.4096,4302.5,sb,home,3120,59.920635,direct,no
3.99,1.0905,2612.09,sb,home,4440,84.42029,direct,no
3.75,0.8116,4250,sb,home,3840,61.094675,direct,no
3.75,-0.0243,256.74,sb,home,5760,82.58547,direct,no
3.25,-0.2097,8454.41,sb,home,6720,80.570652,direct,no
4.5,0.8763,5870,sb,home,4740,78.994845,direct,no
3.875,0.0631,0,sb,home,10680,58.116883,direct,no
3.75,0.0894,795,sb,home,18840,50.191131,direct,no
3.875,0.4771,7468.75,sb,home,11820,90.653495,direct,no
2.75,-0.3978,1750,sb,home,7620,60.629252,direct,no
3.625,0.0368,3814.2,sb,home,5940,80.021834,direct,no
?,?,?,sb,home,7500,95.405983,direct,yes
4.25,0.2749,0,sb,home,6300,89.225941,direct,no
3.625,-0.0552,0,sb,home,7200,78.721683,direct,no
4.75,0.8848,1150,sb,home,9180,78.979239,direct,no
3.75,1.0088,2577.45,sb,home,7320,99.157303,direct,no
3.25,-0.4339,5644.48,sb,home,2880,77.515723,direct,no
3.375,0.5065,4134.49,sb,home,9420,66.905738,direct,no
3.99,0.3383,518.4,sb,home,8580,68.714689,direct,no
4,0.3941,1160,sb,home,2520,78.716216,direct,no
3.625,-0.2794,6558.75,sb,home,3480,88.246269,direct,no
3.75,1.1114,3410.85,sb,home,1800,84.42029,direct,no
3.99,0.7412,3750,sb,home,3120,60.817308,direct,no
3.625,1.1549,5564.16,sb,home,8760,46.50838,direct,no
3.99,0.6829,6610,sb,home,3540,66.006098,direct,no
4.75,0.319,1860,sb,home,6960,77.636054,direct,no
3.25,0.3401,10316.75,sb,home,27300,51.240079,direct,no
3.75,0.0242,884.76,sb,home,7500,59.242958,direct,no
3.625,0.4463,1043.84,sb,home,3780,65.086207,direct,no
4.375,0.2504,446.53,sb,home,2700,59.228188,direct,no
4.375,0.6882,7265.25,sb,home,13140,77.468153,direct,no
3.375,-0.2499,3154.42,sb,home,8280,75.655022,direct,no
3.99,0.9113,6008.87,sb,home,5460,74.159664,direct,no
4.375,0.25,5272.06,sb,home,3660,54.807692,direct,no
4.56,0.1353,4881.67,sb,home,3120,69.589552,direct,no
4.75,0.3181,3310,sb,home,4020,72.651007,direct,no
3.99,0.3488,?,sb,home,8640,79.18956,direct,no
3.75,0.1458,595,sb,home,8700,90.07177,direct,no
3.99,-0.023,0,sb,home,7620,95.708955,direct,no
4.99,0.7822,1423.13,sb,home,12960,90.966387,direct,no
3.75,0.0853,0,sb,home,9240,58.68336,direct,no
4.99,0.8958,1700,sb,home,2460,60.551948,direct,no
3.99,0.5272,489.06,sb,home,3720,88.246269,direct,no
3.99,-0.301,432.84,sb,home,4920,84.698997,direct,no
3.125,-0.3944,795,sb,home,4980,79.233871,direct,no
4.25,0.042,969.42,sb,home,8940,83.924205,direct,no
4,0.3133,12745,sb,home,7320,56.160572,direct,no
3.99,0.2943,1807.5,sb,home,8100,49.497992,direct,no
?,?,?,sb,home,2580,85.550459,direct,yes
4.25,0.092,8160.6,sb,home,6660,80.563187,direct,no
3.875,0.374,5000,sb,home,5100,70.752896,direct,no
3.99,0.4111,0,sb,home,7500,91.495902,direct,no
2.99,0.2008,2232.16,sb,home,5280,83.203125,direct,no
?,?,?,sb,home,2700,90.938865,direct,yes
4.125,0.1652,494.13,sb,home,8280,89.540816,direct,no
4.375,-0.0324,823.54,sb,home,4200,55.514706,direct,no
4.99,1.1282,0,sb,home,5280,75.887574,direct,no
4.625,1.0843,4006.25,sb,home,7380,75.201613,direct,no
3.625,0.206,8331.88,sb,home,7500,86.094225,direct,no
?,?,?,sb,home,7080,93.445122,direct,yes
4.25,1.3858,3709.89,sb,home,3420,99.369748,direct,no
3.5,-0.0497,2217.08,sb,home,16980,62.406367,direct,no
4.875,0.823,1300,sb,home,9600,69.736842,direct,no
5.25,0.102,?,sb,home,7320,26.102941,direct,no
5.375,1.0923,1150,sb,home,4260,72.286822,direct,no
3.625,0.4512,6113.53,sb,home,4860,82.718121,direct,no
3.875,0.092,167.45,sb,home,9000,56.001656,direct,no
4.125,0.4293,1573.98,sb,home,7320,74.6139,direct,no
3.75,0.9964,5184.97,sb,home,3660,86.525974,direct,no
3.625,-0.1152,1018.25,sb,home,4860,63.127854,direct,no
?,?,?,sb,home,7620,83.294393,direct,yes
4.99,1.3019,1250,sb,home,4560,60.47486,direct,no
?,?,?,sb,home,5940,82.245223,direct,yes
4,-0.1432,0,sb,home,8220,48.695198,direct,no
3.5,-0.1478,0,sb,home,8700,89.248021,direct,no
4.25,0.6007,6412.5,sb,home,4440,90.396341,direct,no
3.875,0.3792,6083,sb,home,6360,91.977612,direct,no
3.99,0.5321,8561.19,sb,home,5520,73.538961,direct,no
4.25,0.1809,2145,sb,home,13080,62.764085,direct,no
4.5,1.0727,6087.5,sb,home,6900,71.792763,direct,no
3.5,-0.0641,9095.63,sb,home,6900,94.157609,direct,no
3.875,0.314,1250,sb,home,15240,78.371711,direct,no
3.5,-0.0821,0,sb,home,7560,58.585165,direct,no
4.99,1.0311,2622.5,sb,home,5220,58.027523,direct,no
3.625,1.4085,1179.6,sb,home,3900,81.779661,direct,no
3.25,0.8498,2870,sb,home,5580,31.741573,direct,no
3.75,0.9064,6439.05,sb,home,4740,41.564417,direct,no
3.75,-0.0371,69.19,sb,home,14580,67.459514,direct,no
5.875,1.4536,1470,sb,home,3840,78.846154,direct,no
4.125,0.4702,2411.6,sb,home,8640,67.857143,direct,no
3.25,0.2849,3762.52,sb,home,3180,40.296804,direct,no
4,0.2581,726.5,sb,home,5400,70.177165,direct,no
4.5,0.2129,0,sb,home,2160,62.614679,direct,no
?,?,?,sb,home,7380,81.25,direct,yes
3.875,0.3488,3481.25,sb,home,3000,80.660377,direct,no
4.875,1.053,5938.75,sb,home,4200,72.286822,direct,no
?,?,?,sb,home,5160,77.828467,direct,yes
3.625,0.6155,1582,sb,home,5940,33.465608,direct,no
?,?,?,sb,home,3960,39.457831,direct,yes
4.25,0.9338,5837.8,sb,home,3840,74.280576,direct,no
3.875,0.3011,7292.5,sb,home,12180,59.085903,direct,no
4.25,0.9113,3070,sb,home,9300,86.005435,direct,no
4.625,0.5078,3215.5,sb,home,15120,80.032468,direct,no
4.25,0.7683,4210,sb,home,1620,77.925532,direct,no
4.25,-0.093,2820,sb,home,13920,53.943759,direct,no
3.125,-0.3156,795,sb,home,6120,25.730689,direct,no
3.75,0.0511,3000,sb,home,6180,78.645833,direct,no
4,0.9618,0,sb,home,3240,82.303371,direct,no
4.125,0.5519,3748.32,sb,home,8160,39.306785,direct,no
4.25,0.7437,5814,sb,home,9840,81.25,direct,no
4.125,0.6465,7295.88,sb,home,6420,87.650602,direct,no
3.125,-0.0663,600,sb,home,6240,49.708625,direct,no
4.375,0.6606,4228.16,sb,home,9180,79.388715,direct,no
?,?,?,sb,home,1620,56.782946,direct,yes
3.75,0.8242,9078.88,sb,home,21480,86.196911,direct,no
4.56,0.868,937.94,sb,home,11100,36.356932,direct,no
4.5,1.3798,2000,sb,home,3960,93.639053,direct,no
4.25,0.2668,0,sb,home,12300,95.091324,direct,no
2.75,-0.1364,14125.97,sb,home,9960,51.128159,direct,no
4.25,1.0629,536.23,sb,home,4140,99.592391,direct,no
4.125,0.1906,5483.5,sb,home,5820,94.454225,direct,no
3.875,0.1631,0,sb,home,5820,69.977169,direct,no
3.125,0.4117,2846,sb,home,4200,49.100719,direct,no
?,?,?,sb,home,3480,38.537118,direct,yes
4.625,1.1717,1250,sb,home,5220,67.201835,direct,no
4.125,0.2882,2599.85,sb,home,3300,69.345238,direct,no
4.5,0.4531,7450,sb,home,1440,35.457921,direct,no
4.625,1.2489,2775,sb,home,3660,13.688946,direct,no
4,0.0811,2646,sb,home,6360,89.884868,direct,no
3.375,-0.2738,1825.6,sb,home,10200,58.756039,direct,no
?,?,?,sb,home,3720,84.855769,direct,yes
4.75,0.3,0,sb,home,12900,69.970414,direct,no
4.25,0.7823,3510,sb,home,2640,69.345238,direct,no
4.75,0.1213,1621.45,sb,home,8280,99.528302,direct,no
4.25,0.2365,6526.72,sb,home,6780,74.58159,direct,no
3.875,0.215,2934.43,sb,home,9000,69.970414,direct,no
5.25,0.8193,853,sb,home,4500,95.362903,direct,no
4.5,0.5048,2493.75,sb,home,4620,93.994413,direct,no
?,?,?,sb,home,6900,79.454023,direct,yes
4.625,0.6691,3545,sb,home,2100,68.640351,direct,no
3.4,-0.1031,143,sb,home,6660,68.54067,direct,no
3.375,-0.1686,8679.28,sb,home,6720,93.122271,direct,no
4.18,-0.066,1795,sb,home,10200,42.1875,direct,no
4.875,1.316,1800,sb,home,4800,65.449438,direct,no
3.375,-0.2696,4002.68,sb,home,7620,77.654867,direct,no
3.375,0.3208,0,sb,home,5760,88.722826,direct,no
3.5,-0.0367,11620.62,sb,home,6240,88.239075,direct,no
5.25,1.0902,2650,sb,home,2100,37.938596,direct,no
3.49,0.7004,861.29,sb,home,3180,96.266234,direct,no
3.875,-0.1595,392.46,sb,home,4740,76.337793,direct,no
4.875,0.5053,942.12,sb,home,10260,74.371069,direct,no
?,?,?,sb,home,19080,75.224215,direct,yes
3.375,-0.1146,3337.5,sb,home,6420,13.541667,direct,no
4.75,1.2288,2565.73,sb,home,4800,88.56383,direct,no
4.625,0.9112,2534.4,sb,home,12780,50.243191,direct,no
3.125,0.2966,6002.31,sb,home,15600,69.275701,direct,no
3.375,0.142,0,sb,home,3120,80.660377,direct,no
4.5,0.3374,5511.25,sb,home,3240,17.379958,direct,no
3.875,0.2661,614.58,sb,home,8100,93.445122,direct,no
?,?,?,sb,home,8760,74.280576,direct,yes
3.99,0.4439,2420,sb,home,3420,72.286822,direct,no
4.125,1.0319,4525,sb,home,5160,79.040404,direct,no
3.75,-0.048,1250,sb,home,4440,84.722222,direct,no
3.5,0.222,0,sb,home,5700,68.822394,direct,no
3.375,-0.1558,3143,sb,home,5640,63.714734,direct,no
3.75,0.0823,2202.5,sb,home,13140,57.984581,direct,no
4.375,1.2453,1250,sb,home,6180,79.040404,direct,no
3.75,0.2364,9342.5,sb,home,6060,71.28821,direct,no
4.5,0.9373,6230,sb,home,4800,80.502392,direct,no
3.99,0.235,1313.25,sb,home,9120,69.459103,direct,no
3.5,-0.1177,1697.25,sb,home,4260,70.833333,direct,no
4.75,1.2151,2109,sb,home,6900,27.640086,direct,no
4.5,0.2965,791.83,sb,home,2760,93.882979,direct,no
3.99,0.218,1345.86,sb,home,8220,89.225941,direct,no
3.75,0.5273,0,sb,home,9000,24.505562,direct,no
4.125,0.5903,5658.11,sb,home,1020,55.30888,direct,no
4.875,0.7197,2617.75,sb,home,3180,92.721519,direct,no
4.5,0.4324,?,sb,home,2760,68.640351,direct,no
3.875,0.1963,0,sb,home,11340,89.715719,direct,no
4.75,1.4107,3680,sb,home,4680,35.335196,direct,no
?,?,?,sb,home,0,22.633136,direct,yes
3.99,0.3813,4925,sb,home,4980,60.47486,direct,no
3.75,0.3187,5821.13,sb,home,4140,96.957672,direct,no
3.625,0.0144,136.08,sb,home,6180,61.856369,direct,no
